age_group,gender,role_in_household,household_size,household_head_education,primary_income,main_drinking_water,distance_to_water_source,litres_per_person_per_day,bathing_frequency,weekly_water_cost,equitable_access,household_shortage_frequency,household_shortage_seriousness,shortage_reason,school_affiliation,school_role,school_type,school_ownership,school_student_population,school_staff_population,school_has_potable_water,school_water_source,school_monthly_water_cost,school_hours_water_available,school_equitable_access,school_water_challenges,school_drinking_frequency,school_has_handwashing_facilities,school_handwashing_frequency,school_sleep_without_bathing,school_sleep_without_bathing_frequency,health_affiliation,health_facility_typehealth_facility_type,health_facility_ownership,health_daily_patients,health_staff_count,health_water_source,health_water_reliability,health_monthly_water_cost,health_shortage_frequency,health_shortage_coping,health_service_disruptions,health_services_affected,health_toilet_closures,health_sanitation_management,health_handwashing_impact,health_hygiene_problems,health_sanitation_difficulty,community_water_challenges,community_water_suggestions,additional_information,litres_per_person_per_day_num,household_shortage_frequency_num,shortage_reason_list,distance_to_water_source_numeric,weekly_water_cost_ssp,weekly_water_cost_usd,school_monthly_water_cost_ssp,school_monthly_water_cost_usd,health_monthly_water_cost_ssp,health_monthly_water_cost_usd,school_has_potable_water_numeric,school_has_potable_water_clean,school_hours_water_available_numeric,school_handwashing_frequency_numeric,school_sleep_without_bathing_numeric,school_sleep_without_bathing_frequency_numeric,health_water_reliability_numeric,health_service_disruptions_numeric,health_shortage_frequency_numeric,health_toilet_closures_numeric,health_handwashing_impact_numeric,health_hygiene_problems_numeric,health_sanitation_difficulty_numeric,high_cost,shortage,quality,access,infrastructure,pipes,boreholes,treatment,more_taps,education,additional_high_cost,additional_shortage,additional_quality,additional_access,additional_infrastructure,additional_pipes,additional_boreholes,additional_treatment,additional_more_taps,additional_education,high_cost.1,shortage.1,quality.1,access.1,infrastructure.1,pipes.1,boreholes.1,treatment.1,more_taps.1,education.1,additional_high_cost.1,additional_shortage.1,additional_quality.1,additional_access.1,additional_infrastructure.1,additional_pipes.1,additional_boreholes.1,additional_treatment.1,additional_more_taps.1,additional_education.1,cluster_kmeans,cluster_agg,cluster_dbscan
35-44,Male,Head of household,15,Primary school,To have it today maybe tomorrow No,Water Tank,100-500m,25 - 30,Twice per day,140000.0,0.0,2,3.0,Limited daily supply,Yes,Student,University/College,Public,"500-1,000",50-100,1,Water tank,500000.0,6-12 hours,Maybe,Water is expensive,Rarely,1,More than 3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Ok like me i am staying  POC3 for us to get water it's  very big problems  it you have money  you can if you don't have you will be like that,I looking  peace should be first and then the water and the other  should be narmol  thank,Yes i like in my to have agood wash sanitation & Hygine thank,27.5,2,['Limited daily supply'],300.0,140000.0,31.111111111111114,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,9.0,4.0,1.0,4.0,,,,,,,not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
25-34,Male,Relative,13,Secondary School,Business,Water Tank,500m-1km,30 - 70,Twice per day,80000.0,1.0,1,3.0,Limited daily supply,Yes,Student,University/College,Public,"More than 2,000",More than 200,2,Piped water,2.0,6-12 hours,Maybe,Limited storage facilities,2-3 times,1,More than 3 times,Yes,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,lack of good water treatment plant,More water supply reservoirs should be constructed and more pipes to be constructed ,roads should be constructed ,50.0,1,['Limited daily supply'],500.0,80000.0,17.77777777777778,2.0,0.0004444444444444,250000.0,55.55555555555556,,2,9.0,4.0,1.0,1.0,,,,,,,not applicable,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-1
25-34,Male,Tenant,4,Tertiary school,Remittances,Water Tank,More than 1km,more than 120,Three or more times per day,500000.0,,3,3.0,"High cost of water, Limited daily supply",Yes,Teacher,Secondary,Private,"500-1,000",101-200,1,Water tank,500000.0,Always available,Yes,Limited storage facilities,More than 3 times,0,More than 3 times,Yes,A few times per week,Yes,Hospital,Public/Government,More than 200,20-50,Water tanker/truck,Moderately reliable,250000.0,A few times per month,Store water in tanks/containers,occasionally,Maternity services,frequently,"Alternative water sources used (tankers, boreholes, wells)",Sometimes affected,significantly,Neutral,Shortages ,Pipes water should be constructed ,No,130.0,3,"['High cost of water', 'Limited daily supply']",1020.0,500000.0,111.11111111111111,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Female,Child,20,No formal education,Casual labour,Piped water,500m-1km,more than 120,Twice per day,150000.0,1.0,3,3.0,Limited daily supply,Yes,Student,University/College,Public,"More than 2,000",More than 200,2,Piped water,10000.0,2-6 hours,No,Poor water quality,Rarely,1,2-3 times,Yes,A few times per week,Yes,Hospital,Public/Government,More than 200,More than 100,Piped water,Moderately reliable,70000.0,Daily,Store water in tanks/containers,occasionally,Maternity services,occasionally,Cleaning reduced/irregular,Always affected,significantly,Strongly agree,Poor roads that prevent the water tank to come to our area,"Improvements of roads 
Introduction of taps to provide water to each house hold.",No,130.0,3,['Limited daily supply'],500.0,150000.0,33.333333333333336,10000.0,2.2222222222222223,70000.0,15.555555555555555,,2,4.0,2.5,1.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
25-34,Male,Relative,15,Secondary School,Casual labour,Piped water,100-500m,71 - 100,Twice per day,50000.0,0.0,3,2.0,Limited daily supply,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Poor government water provision to families ,Government should provide clean pipes water to every family ,Government should make sure water provided for the people is safe and treated from other diseases ,85.5,3,['Limited daily supply'],300.0,50000.0,11.111111111111112,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
25-34,Male,Head of household,5,Tertiary school,Casual labour,Water Tank,More than 1km,101 -120,Twice per day,500000.0,1.0,2,3.0,Long distance to water source,Yes,Student,University/College,Public,"More than 2,000",More than 200,2,Water tank,500000.0,Always available,Maybe,Water is expensive,2-3 times,1,2-3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Lack of money to buy 
Lack of storage facilities ","Cleaning water source
Provide water safety education ",They're all distilled water ?? ,110.5,2,['Long distance to water source'],1020.0,500000.0,111.11111111111111,500000.0,111.11111111111111,250000.0,55.55555555555556,,2,,2.5,1.0,4.0,,,,,,,not applicable,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1
25-34,Male,Head of household,10,Tertiary school,Farming,River/Lake,More than 1km,101 -120,Twice per day,0.0,0.0,3,3.0,Long distance to water source,Yes,Student,University/College,University of juba ,"More than 2,000",More than 200,1,Water tank,1000.0,2-6 hours,Yes,Poor water quality,2-3 times,none,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,It takes long distance to reach nearer water station.,Establishing water facilities to nearer place for people's accessibility.,"In my area, water being drunk by my people have less quality due to their being brought river direct without treating them first ",110.5,3,['Long distance to water source'],1020.0,0.0,0.0,1000.0,0.2222222222222222,250000.0,55.55555555555556,,1,4.0,,1.0,4.0,,,,,,,not applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
25-34,Male,Relative,34,Tertiary school,Business,Water Tank,100-500m,71 - 100,Twice per day,500000.0,1.0,4,3.0,"High cost of water, Limited daily supply, Poor water quality, Seasonal scarcity",Yes,Student,University/College,Public,"500-1,000",Less than 50,0,Water tank,1000000.0,2-6 hours,Maybe,"Long queues, Water is expensive, Water is far from classrooms, Poor water quality, Limited storage facilities",Rarely,none,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Long distances and economic crisis ,Pipeline systems installation in the country ,Ministry of water distribution systems should have to take into consideration the issues of water in the country ,85.5,4,"['High cost of water', 'Limited daily supply', 'Poor water quality', 'Seasonal scarcity']",300.0,500000.0,111.11111111111111,1000000.0,222.22222222222223,250000.0,55.55555555555556,,0,4.0,,1.0,4.0,,,,,,,not applicable,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Child,10,Tertiary school,Farming,Borehole,100-500m,more than 120,Once per day,70000.0,,3,3.0,Long distance to water source,Yes,Student,Secondary,Private,Less than 500,Less than 50,1,Borehole / Well,100000.0,2-6 hours,Yes,Water is far from classrooms,Once,0,Once,Yes,Daily,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Financial problem especially due to economic Crisis in the country, and long distance to access the safe water ",Government should need to extend the water sources to unreached areas to support those who can't make it to get water from long distance like from riverside.,Actually I can suggest water sanitation to be improve by government through the campaigns and awareness in the communities such that people should live freely from water borne diseases.,130.0,3,['Long distance to water source'],300.0,70000.0,15.555555555555555,100000.0,22.222222222222225,250000.0,55.55555555555556,,1,4.0,1.0,1.0,7.0,,,,,,,not applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1
18-24,Male,Child,9,Tertiary school,Casual labour,Water Tank,We use water tank ,25 - 30,Twice per day,50000.0,0.0,2,0.0,"High cost of water, Long distance to water source, Poor water quality",Yes,Student,University/College,Public,"More than 2,000",More than 200,0,Buying bottle water ,500000.0,Less than 2 hours,No,"Long queues, Water is expensive, Water is far from classrooms, Poor water quality, Limited storage facilities",Rarely,0,Rarely,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Water is provided by water tanks,Construction of safe water supply ,Expensive to buy water ,27.5,2,"['High cost of water', 'Long distance to water source', 'Poor water quality']",,50000.0,11.111111111111112,500000.0,111.11111111111111,250000.0,55.55555555555556,,0,1.0,,0.0,1.0,,,,,,,not applicable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Male,Head of household,10,Tertiary school,Farming,Water Tank,Less than 100m,101 -120,Twice per day,112000.0,1.0,1,0.0,"High cost of water, Limited daily supply, Seasonal scarcity",Yes,Student,University/College,Public,"More than 2,000",More than 200,2,Piped water,500000700000.0,Always available,Yes,"Long queues, Water is far from classrooms, Limited storage facilities",More than 3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Long distance ,Allocations of pipe water every household ,"It means people can easily reach and afford safe drinking waterwithout traveling long distances or spending excessive time collecting it.
",110.5,1,"['High cost of water', 'Limited daily supply', 'Seasonal scarcity']",100.0,112000.0,24.88888888888889,500000700000.0,111111266.66666669,250000.0,55.55555555555556,,2,,4.0,0.0,1.0,,,,,,,not applicable,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1
25-34,Male,Head of household,7,Secondary School,Salaried job,Borehole,500m-1km,71 - 100,Once per day,200000.0,,3,2.0,"High cost of water, Limited daily supply, Long distance to water source, Poor water quality, Seasonal scarcity",Yes,Student,University/College,Public,"More than 2,000",101-200,1,Water tank,500000.0,6-12 hours,No,"Long queues, Poor water quality, Limited storage facilities",2-3 times,0,2-3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,distance as the main one and poor hygien. ,connecting drinking water to the residential areas and lower the prices.,vunerable families are force to drink unclean water due to the high cost. ,85.5,3,"['High cost of water', 'Limited daily supply', 'Long distance to water source', 'Poor water quality', 'Seasonal scarcity']",500.0,200000.0,44.44444444444445,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,9.0,2.5,1.0,4.0,,,,,,,not applicable,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-1
25-34,Male,Relative,10,Tertiary school,Salaried job,Water Tank,More than 1km,more than 120,Twice per day,50000.0,1.0,4,3.0,High cost of water,Yes,Student,University/College,Private,Less than 500,Less than 50,1,Piped water,500000.0,Less than 2 hours,Maybe,Limited storage facilities,More than 3 times,none,Rarely,Yes,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Limited of water supply ,I think government should see the solution of this problem ,No,130.0,4,['High cost of water'],1020.0,50000.0,11.111111111111112,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,1.0,,1.0,1.0,,,,,,,not applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
25-34,Male,Tenant,5,Tertiary school,Salaried job,Water Tank,More than 1km,30 - 70,Twice per day,210000.0,,2,3.0,"High cost of water, Long distance to water source, Poor water quality",Yes,Student,University/College,Public,"More than 2,000",101-200,1,Water tank,1000000.0,2-6 hours,Yes,"Long queues, Water is far from classrooms, Limited storage facilities",2-3 times,1,More than 3 times,Yes,Rarely (once in a while),Yes,Pharmacy,Private,Less than 50,Less than 20,Water tanker/truck,Moderately reliable,300000.0,Rarely,Buy water from vendors,Rarely,"Surgery & operations, Maternity services, Patient hygiene (washing, bathing), Laboratory services, Cleaning & sanitation",occasionally,"Alternative water sources used (tankers, boreholes, wells)",Sometimes affected,slightly,Strongly agree,"sometimes those tanks dont work when its rain, that make it hard for us to get water.",Government should make the roads safer to get access to water when its rain. ,Not Provided,50.0,2,"['High cost of water', 'Long distance to water source', 'Poor water quality']",1020.0,210000.0,46.66666666666667,1000000.0,222.22222222222223,300000.0,66.66666666666667,,1,4.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1
25-34,Male,Child,13,Tertiary school,Farming,Water Tank,500m-1km,71 - 100,Twice per day,20000.0,,1,3.0,"High cost of water, Limited daily supply, Long distance to water source",Yes,Student,University/College,Public,"More than 2,000",More than 200,2,Borehole / Well,500000.0,Always available,Maybe,Long queues,More than 3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,No,Drill numerous boreholes ,No,85.5,1,"['High cost of water', 'Limited daily supply', 'Long distance to water source']",500.0,20000.0,4.444444444444445,500000.0,111.11111111111111,250000.0,55.55555555555556,,2,,4.0,0.0,1.0,,,,,,,not applicable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Female,Child,7,Secondary School,Farming,Piped water,Less than 100m,25 - 30,Twice per day,500000.0,1.0,1,2.0,High cost of water,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,High cost and limited availability,Reducing the prices and improving infrastructures in order to ease the movement of the water tanks and the people hence the cost won't be too high. ,Water access in my area is a little bit good thought water tanks don't usually come due to poor infrastructures hence we also preserve rain water and treat them for use and that aids access without infections. ,27.5,1,['High cost of water'],100.0,500000.0,111.11111111111111,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-1
18-24,Male,Tenant,6,Secondary School,Casual labour,Water Tank,Its delivered ,25 - 30,Twice per day,100000.0,,1,1.0,High cost of water,Yes,Student,Secondary,Public,"500-1,000",Less than 50,2,Borehole / Well,200000.0,Always available,Yes,"Long queues, Water is far from classrooms, Poor water quality, Limited storage facilities",2-3 times,1,Rarely,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Expensive water prices, poor roads for safe water delivery.",Planting of water pipes in all households with a major source to supply purified water. ,Not really. ,27.5,1,['High cost of water'],,100000.0,22.222222222222225,200000.0,44.44444444444445,250000.0,55.55555555555556,,2,,,0.0,1.0,,,,,,,not applicable,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Male,Child,6,Secondary School,Casual labour,Borehole,500m-1km,more than 120,Twice per day,60000.0,0.0,4,3.0,"High cost of water, Limited daily supply, Long distance to water source, Poor water quality",Yes,Student,Secondary,NGO-supported,"1,001-2,000",Less than 50,1,Borehole / Well,300000.0,2-6 hours,Maybe,"Long queues, Water is far from classrooms, Poor water quality, Limited storage facilities",2-3 times,0,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Water is expensive and it sometimes can't be free from contaminations. ,There should be a government control water storage facility with Pipelines connected to all the local residents and other public facilities. ,Connection of pipelines will not only help people from rocky areas where wall and boreholes are hard to construct but would solve the problem of water tanks' accident.. ,130.0,4,"['High cost of water', 'Limited daily supply', 'Long distance to water source', 'Poor water quality']",500.0,60000.0,13.333333333333334,300000.0,66.66666666666667,250000.0,55.55555555555556,,1,4.0,,1.0,4.0,,,,,,,not applicable,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,-1
35-44,Male,Head of household,5,Secondary School,Business,Borehole,100-500m,71 - 100,Twice per day,5000.0,1.0,1,0.0,Seasonal scarcity,Yes,Student,University/College,Private,Less than 500,Less than 50,1,Water tank,300000.0,Always available,Yes,Long queues,More than 3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Over crowding ,Promotion of water hygiene on the tap or Barhole,Provide it clear water,85.5,1,['Seasonal scarcity'],300.0,5000.0,1.1111111111111112,300000.0,66.66666666666667,250000.0,55.55555555555556,,1,,4.0,0.0,1.0,,,,,,,not applicable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Male,Head of household,12,Secondary School,Business,Water Tank,100-500m,30 - 70,Twice per day,600000.0,1.0,2,2.0,Limited daily supply,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Limited resources for transportation ,Hygiene should be prioritized by the water distributor.,At least people should have their own personal hygiene and good care of water shelters.,50.0,2,['Limited daily supply'],300.0,600000.0,133.33333333333334,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
25-34,Male,Tenant,11,No formal education,Business,Water Tank,Not applicable ,101 -120,Twice per day,75000.0,0.0,2,3.0,"High cost of water, Limited daily supply, Poor water quality",No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,High cost ,Establish more treatment plants ,No more ,110.5,2,"['High cost of water', 'Limited daily supply', 'Poor water quality']",,75000.0,16.666666666666668,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Head of household,5,Secondary School,Farming,Water Tank,More than 1km,25 - 30,Twice per day,135000.0,,3,3.0,Long distance to water source,Yes,Teacher,Secondary,Private,Less than 500,Less than 50,1,Borehole / Well,540000.0,2-6 hours,Yes,Poor water quality,Rarely,1,2-3 times,Yes,Daily,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Long distance ,"As a South Sudanese who is concerned about the well-being of our communities, I believe improving access to safe drinking water in Juba requires a collective and sustainable approach. First, we must invest in water purification system and protect existing water sources from contamination. The government in partnership with NGOs and international donars, should prioritize building and maintaining clean water infrastructure such as boreholes, protected well, and treatment facilities. Community education hygiene and safe water storage is also vital. Lastly, empowering local water committees to manage resources transparently will ensure long-term impact and ownership. Access to clean water is not a luxury its a right.  ",No,27.5,3,['Long distance to water source'],1020.0,135000.0,30.0,540000.0,120.0,250000.0,55.55555555555556,,1,4.0,2.5,1.0,7.0,,,,,,,not applicable,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Female,Child,10,No formal education,Farming,Water Tank,More than 1km,71 - 100,Twice per day,100000.0,,3,3.0,Limited daily supply,Yes,Administrator,Primary,Private,"1,001-2,000",50-100,1,Water tank,500000.0,2-6 hours,No,"Water is expensive, Poor water quality",2-3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,It is expensive ,Government should provide pipe in the city to ease shortages of water.,no,85.5,3,['Limited daily supply'],1020.0,100000.0,22.222222222222225,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,4.0,4.0,0.0,1.0,,,,,,,not applicable,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Head of household,5,Secondary School,Farming,Water Tank,More than 1km,25 - 30,Twice per day,135000.0,,3,3.0,Long distance to water source,Yes,Teacher,Secondary,Private,Less than 500,Less than 50,1,Water tank,900000.0,2-6 hours,Yes,"Water is far from classrooms, Limited storage facilities",Rarely,1,More than 3 times,Yes,Daily,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Long distance ,"As a South Sudanese who is concerned about the well-being of our communities. I suggest access to safe drinking water in Juba. Is expanding and upgrading water infrastructure,  specially in undeserved area. Increase investment in boreholes, water treatment plants, and rainwater harvesting system. Promote community education on water safety and hygiene. Strengthen government and NGOs partnership to ensure consistent funding and sustainable management of water resources. ",No,27.5,3,['Long distance to water source'],1020.0,135000.0,30.0,900000.0,200.0,250000.0,55.55555555555556,,1,4.0,4.0,1.0,7.0,,,,,,,not applicable,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1
35-44,Male,Head of household,12,Tertiary school,Salaried job,Water Tank,More than 1km,71 - 100,Twice per day,100000.0,1.0,3,3.0,Limited daily supply,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,Yes,Hospital,NGO-supported,101-200,51-100,Borehole/well,Moderately reliable,250000.0,A few times per month,Store water in tanks/containers,occasionally,"Surgery & operations, Maternity services, Patient hygiene (washing, bathing), Laboratory services, Cleaning & sanitation",occasionally,"Alternative water sources used (tankers, boreholes, wells)",Sometimes affected,slightly,Strongly agree,Limited water supply to our community ,Water pipline ,The cost of water tanks is high and cannot be access by some community members in juba therefore government needs to rectify pipeline water across juba ,85.5,3,['Limited daily supply'],1020.0,100000.0,22.222222222222225,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1
25-34,Male,Tenant,8,Tertiary school,Farming,Borehole,More than 1km,101 -120,Once per day,0.0,1.0,3,3.0,"High cost of water, Long distance to water source",Yes,Teacher,Secondary,Public,Less than 500,Less than 50,1,Borehole / Well,0.0,Always available,No,"Long queues, Poor water quality, Limited storage facilities",Rarely,0,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Long distances and poor water quality.,Extension of piped water to far areas.,Water contamination needs to be addressed.,110.5,3,"['High cost of water', 'Long distance to water source']",1020.0,0.0,0.0,0.0,0.0,250000.0,55.55555555555556,,1,,,1.0,4.0,,,,,,,not applicable,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
25-34,Male,Head of household,6,Secondary School,Casual labour,Water Tank,Water tank ,25 - 30,Twice per day,60000.0,0.0,2,3.0,High cost of water,Yes,Teacher,Secondary,Private,"1,001-2,000",Less than 50,1,Water tank,600000.0,2-6 hours,No,Water is expensive,2-3 times,1,2-3 times,Yes,A few times per week,Yes,Clinic,Private,Less than 50,Less than 20,Water tanker/truck,Very reliable,70000.0,A few times per week,Store water in tanks/containers,frequently,"Patient hygiene (washing, bathing)",frequently,"Alternative water sources used (tankers, boreholes, wells)",Always affected,slightly,Neutral,No boreholes ,"Construction of boreholes 
Putting chlorine in water ",No ,27.5,2,['High cost of water'],,60000.0,13.333333333333334,600000.0,133.33333333333334,70000.0,15.555555555555555,,1,4.0,2.5,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Child,9,No formal education,Farming,Borehole,500m-1km,30 - 70,Twice per day,5000.0,1.0,1,3.0,Long distance to water source,Yes,Student,Secondary,Private,"1,001-2,000",Less than 50,2,Piped water,200000.0,Always available,Yes,Limited storage facilities,2-3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Long distances,Making drinking water available to everyone ,Not Provided,50.0,1,['Long distance to water source'],500.0,5000.0,1.1111111111111112,200000.0,44.44444444444445,250000.0,55.55555555555556,,2,,4.0,0.0,1.0,,,,,,,not applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
